"indicatorId","indicator","county","value","eventCount","denominator","unit","period","source","latitude","longitude","suppressed"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Lewis","4.6","4","290","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.785537","-75.446296","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Livingston","3.2","5","529","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.763754","-77.765392","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Madison","4.1","7","572","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.986917","-75.720031","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Monroe","6.1","141","7717","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.161748","-77.620143","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Montgomery","10.2","18","588","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.933637","-74.341972","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Nassau","2.7","112","13802","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","40.715749","-73.601185","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","New York","2.9","129","14667","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","40.726966","-74.005966","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","New York State","4.2","2677","212691","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023",,,"False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Niagara","5.3","32","2011","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.134634","-78.856419","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Oneida","7.2","53","2439","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.149482","-75.361773","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Onondaga","5.2","77","4934","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.065629","-76.168033","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Ontario","5.5","16","966","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.894571","-77.252045","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Orange","3.9","62","5348","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","41.422459","-74.241929","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Orleans","7.4","9","404","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.248394","-78.218438","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Oswego","5.9","21","1178","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.39123","-76.31133","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Otsego","4.3","6","470","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.564852","-75.060334","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Putnam","2.8","7","848","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","41.41131","-73.717443","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Queens","3.7","278","24954","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","40.749338","-73.789673","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Rensselaer","3.6","17","1555","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.70098","-73.628669","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Richmond","4.2","63","5019","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","40.566763","-74.148102","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Rockland","3.1","55","5938","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","41.127287","-74.017033","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Saratoga","2.8","17","2048","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.00894","-73.786779","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Schenectady","6.5","34","1741","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.809233","-73.946838","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Schoharie","4","3","250","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.643426","-74.434606","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Schuyler","4","2","167","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.38593","-76.872032","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Seneca","5.6","6","354","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.833627","-76.82753","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","St. Lawrence","6.3","19","1009","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","44.689468","-75.242045","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Steuben","5.8","17","982","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.270053","-77.324618","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Suffolk","3.6","164","15195","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","40.820237","-73.119032","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Sullivan","4.4","12","906","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","41.705166","-74.711705","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Tioga","4.4","6","458","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.120252","-76.29595","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Tompkins","3.9","8","688","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.461024","-76.478784","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Ulster","3.9","18","1523","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","41.848374","-74.099412","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Warren","4.5","7","518","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.403024","-73.716044","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Washington","6.7","11","549","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.289513","-73.454761","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Wayne","8.3","22","888","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.144336","-77.117995","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Westchester","3.3","99","9866","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","41.039278","-73.805386","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Wyoming","4.7","5","355","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.723641","-78.204473","False"
"infant-mortality","Mortality rate per 1,000 live births - Infant (<1 year)","Yates","7.2","7","323","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.634338","-77.078311","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Albany","5.7","496","2879","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.678066","-73.814233","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Allegany","10.3","139","452","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.226801","-78.020567","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Bronx","10.9","5802","17729","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","40.85589","-73.868294","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Broome","6.3","353","1856","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.122015","-75.933191","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Cattaraugus","5.7","122","708","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.224267","-78.606673","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Cayuga","3.7","78","699","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.940095","-76.560755","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Chautauqua","7.8","270","1153","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.246904","-79.315313","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Chemung","3.2","81","836","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.116644","-76.812331","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Chenango","3.6","49","453","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.481798","-75.570013","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Clinton","6.7","135","671","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","44.731944","-73.548883","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Columbia","6.5","91","467","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.276913","-73.682168","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Cortland","3.3","43","430","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.597101","-76.143291","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Delaware","4.2","45","357","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.242972","-74.997944","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Dutchess","3.8","288","2543","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","41.686216","-73.840468","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Erie","3.5","928","8914","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.888143","-78.795544","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Essex","6.1","52","282","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","44.166026","-73.685145","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Franklin","8.6","111","431","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","44.705699","-74.340621","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Fulton","3.6","51","479","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.06014","-74.331296","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Genesee","2.9","46","521","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.000121","-78.172679","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Greene","6.3","71","378","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.298326","-73.973376","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Hamilton",,,"28","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.618468","-74.395268","True"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Herkimer","5.7","101","595","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.070026","-74.994246","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Jefferson","3.3","175","1788","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","44.019295","-75.898971","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Kings","5.3","5507","34797","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","40.65642","-73.950691","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Lewis","6.3","55","289","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.785537","-75.446296","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Livingston","4.5","68","506","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.763754","-77.765392","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Madison","3.7","62","557","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.986917","-75.720031","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Monroe","3.9","857","7311","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.161748","-77.620143","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Montgomery","14.2","247","579","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.933637","-74.341972","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Nassau","2.5","1005","13394","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","40.715749","-73.601185","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","New York","5.9","2609","14660","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","40.726966","-74.005966","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","New York State","5.4","33618","209019","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023",,,"False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Niagara","4.3","250","1920","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.134634","-78.856419","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Oneida","6.2","449","2432","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.149482","-75.361773","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Onondaga","3.6","529","4929","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.065629","-76.168033","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Ontario","3.1","86","932","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.894571","-77.252045","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Orange","5.6","876","5230","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","41.422459","-74.241929","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Orleans","4.3","50","388","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.248394","-78.218438","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Oswego","4.5","157","1164","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.39123","-76.31133","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Otsego","5.3","71","448","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.564852","-75.060334","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Putnam","2.6","65","844","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","41.41131","-73.717443","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Queens","6.6","4881","24746","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","40.749338","-73.789673","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Rensselaer","4.7","215","1535","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.70098","-73.628669","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Richmond","2.5","375","5018","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","40.566763","-74.148102","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Rockland","4","682","5680","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","41.127287","-74.017033","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Saratoga","3.3","198","2024","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.00894","-73.786779","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Schenectady","6.8","346","1685","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.809233","-73.946838","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Schoharie","3.5","26","245","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.643426","-74.434606","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Schuyler","4.2","21","165","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.38593","-76.872032","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Seneca","6.3","65","344","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.833627","-76.82753","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","St. Lawrence","7.3","210","961","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","44.689468","-75.242045","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Steuben","8.2","238","966","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.270053","-77.324618","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Suffolk","3.8","1694","14755","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","40.820237","-73.119032","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Sullivan","7","189","902","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","41.705166","-74.711705","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Tioga","4.3","59","455","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.120252","-76.29595","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Tompkins","3.1","64","684","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.461024","-76.478784","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Ulster","5.2","231","1490","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","41.848374","-74.099412","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Warren","3.1","47","512","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.403024","-73.716044","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Washington","4","65","542","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.289513","-73.454761","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Wayne","4","104","859","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.144336","-77.117995","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Westchester","4.6","1360","9775","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","41.039278","-73.805386","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Wyoming","1.7","17","337","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.723641","-78.204473","False"
"late-prenatal-care","Percentage of births with late (3rd trimester) or no prenatal care","Yates","6.4","60","313","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.634338","-77.078311","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Albany","8.4","736","2919","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.678066","-73.814233","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Allegany","6.9","95","462","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.226801","-78.020567","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Bronx","10.5","5608","17746","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","40.85589","-73.868294","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Broome","7.8","436","1857","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.122015","-75.933191","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Cattaraugus","7.6","166","731","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.224267","-78.606673","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Cayuga","7.6","160","699","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.940095","-76.560755","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Chautauqua","8.3","310","1241","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.246904","-79.315313","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Chemung","8","202","840","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.116644","-76.812331","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Chenango","7.4","100","453","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.481798","-75.570013","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Clinton","7.7","156","673","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","44.731944","-73.548883","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Columbia","7.1","100","469","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.276913","-73.682168","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Cortland","6.7","87","435","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.597101","-76.143291","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Delaware","7.5","81","360","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.242972","-74.997944","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Dutchess","7.8","616","2631","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","41.686216","-73.840468","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Erie","9.1","2603","9542","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.888143","-78.795544","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Essex","7.1","60","283","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","44.166026","-73.685145","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Franklin","7.3","95","431","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","44.705699","-74.340621","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Fulton","9.5","137","481","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.06014","-74.331296","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Genesee","6.7","110","547","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.000121","-78.172679","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Greene","7.3","84","381","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.298326","-73.973376","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Hamilton",,,"28","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.618468","-74.395268","True"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Herkimer","6.3","114","599","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.070026","-74.994246","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Jefferson","7.7","416","1791","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","44.019295","-75.898971","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Kings","7.8","8176","34831","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","40.65642","-73.950691","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Lewis","5.3","46","288","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.785537","-75.446296","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Livingston","6.8","107","523","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.763754","-77.765392","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Madison","6.9","116","558","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.986917","-75.720031","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Monroe","9.3","2151","7716","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.161748","-77.620143","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Montgomery","8.4","141","561","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.933637","-74.341972","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Nassau","8.1","3355","13794","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","40.715749","-73.601185","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","New York","8","3532","14665","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","40.726966","-74.005966","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","New York State","8.2","52309","212066","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023",,,"False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Niagara","8.4","504","2010","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.134634","-78.856419","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Oneida","8.6","628","2437","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.149482","-75.361773","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Onondaga","8.4","1236","4933","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.065629","-76.168033","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Ontario","6.9","201","965","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.894571","-77.252045","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Orange","7","1115","5290","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","41.422459","-74.241929","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Orleans","6.7","81","403","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.248394","-78.218438","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Oswego","7.2","251","1169","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.39123","-76.31133","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Otsego","5.1","69","451","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.564852","-75.060334","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Putnam","7","178","847","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","41.41131","-73.717443","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Queens","9","6732","24951","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","40.749338","-73.789673","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Rensselaer","8.8","412","1554","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.70098","-73.628669","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Richmond","7.8","1170","5018","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","40.566763","-74.148102","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Rockland","5.7","979","5762","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","41.127287","-74.017033","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Saratoga","6.8","418","2045","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","43.00894","-73.786779","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Schenectady","8.7","453","1739","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.809233","-73.946838","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Schoharie","4.6","34","249","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.643426","-74.434606","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Schuyler","5.2","26","166","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.38593","-76.872032","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Seneca","6.1","65","353","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.833627","-76.82753","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","St. Lawrence","7.6","223","973","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","44.689468","-75.242045","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Steuben","7.3","214","975","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","42.270053","-77.324618","False"
"low-birthweight","Percentage low birthweight (<2.5 kg) births","Suffolk","8","3631","15188","Percentage","2019-2021","2021 Vital Statistics Data as of July, 2023","40.820237","-73.119032","False"
